Word,oxford_level,oxford_version,lexile_grade,lexile_category,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
adversary,NN,0,9,social_studies,N,N,N,B2,B2,,
adversative,NN,0,0,NN,N,N,N,C4,NN,,
adverse,C1,5000,9,science,N,N,Y,A4,A4,,
adversely,NN,0,0,NN,N,N,N,B2,B3,,
adversity,NN,0,0,NN,N,N,N,B2,C1,,
advert,NN,0,0,NN,N,N,N,B1,B2,,
advertise,NN,0,6,general,N,N,N,A2,A2,,
advertisement,A2,3000,4,general,N,N,N,A2,A3,,
advertiser,NN,0,0,NN,N,Y,Y,B2,B1,,
advertising,A2,3000,0,NN,N,N,N,NN,NN,,
advertorial,NN,0,0,NN,N,N,N,C4,NN,,
advice,A1,3000,0,NN,N,N,N,A2,A2,,
advisability,NN,0,0,NN,N,N,N,C3,NN,,
advisable,NN,0,0,NN,N,Y,N,B2,C1,,
advise,B1,3000,0,NN,N,N,N,A2,A2,,
advisedly,NN,0,0,NN,N,N,N,C5,NN,,
adviser,NN,0,0,NN,N,N,N,A3,A2,,
advisor,NN,0,3,social_studies,Y,Y,Y,B1,A4,,
advisory,NN,0,9,social_studies,N,Y,Y,B1,B1,,
advocacy,NN,0,0,NN,N,N,N,B2,B1,,
advocate,C1,5000,6,social_studies,N,N,N,A3,A2,,
adware,NN,0,0,NN,N,N,N,C4,NN,,
adze,NN,0,0,NN,N,N,N,C4,NN,,
aegis,NN,0,0,NN,N,N,N,C2,C2,,
aeon,NN,0,0,NN,N,N,N,C3,NN,,
aerate,NN,0,0,NN,N,N,N,C2,C3,,
aeration,NN,0,0,NN,N,N,N,C2,NN,,
aerial,NN,0,0,NN,Y,N,N,B2,B2,,
aero,NN,0,0,NN,N,N,N,C3,C2,,
aerobatic,NN,0,0,NN,N,N,N,C2,NN,,
aerobic,NN,0,6,science,N,N,N,B2,B1,,
aerobically,NN,0,0,NN,N,N,N,C4,NN,,
aerodrome,NN,0,0,NN,N,N,N,C2,C2,,
aerodynamic,NN,0,0,NN,Y,N,N,C1,C1,,
aerofoil,NN,0,0,NN,N,N,N,C4,NN,,
aerogram,NN,0,0,NN,N,N,N,C5,NN,,
aeronaut,NN,0,0,NN,N,N,N,C4,NN,,
aeronautic,NN,0,0,NN,N,N,N,C3,NN,,
aeronautical,NN,0,0,NN,N,N,N,C2,NN,,
aeronautics,NN,0,9,general,N,N,N,NN,NN,,
aerosol,NN,0,9,science,N,N,N,A4,A4,,
aerospace,NN,0,0,NN,N,N,N,B3,B3,,
aesop,NN,0,3,social_studies,N,N,N,NN,NN,,
aesthete,NN,0,0,NN,N,N,N,C3,NN,,
aesthetic,C1,5000,9,general,Y,N,N,A4,A4,,
aesthetically,NN,0,0,NN,Y,N,N,C1,C1,,
aestheticism,NN,0,0,NN,N,N,N,C3,NN,,
afar,NN,0,0,NN,Y,N,N,C1,C1,,
afeard,NN,0,0,NN,N,N,N,C4,NN,,
affability,NN,0,0,NN,N,N,N,C4,NN,,
affable,NN,0,0,NN,N,N,N,C1,C1,,
affably,NN,0,0,NN,N,N,N,C4,NN,,
affair,B2,3000,0,NN,N,N,N,A2,A2,,
affect,NN,0,3,general,N,N,N,A1,A1,,
affectation,NN,0,0,NN,N,N,N,C2,NN,,
affectedly,NN,0,0,NN,N,N,N,C4,NN,,
affection,C1,5000,0,NN,Y,N,N,B1,B1,,
affectionate,NN,0,0,NN,N,N,N,B3,C1,,
affectionately,NN,0,0,NN,N,N,N,C1,C1,,
affective,NN,0,0,NN,Y,N,N,B3,C1,,
affectively,NN,0,0,NN,N,N,N,C3,C2,,
afferent,NN,0,0,NN,N,N,N,C3,NN,,
affidavit,NN,0,0,NN,N,N,N,B3,B2,,
affiliate,NN,0,0,NN,N,N,Y,B1,B1,,
affiliation,NN,0,9,social_studies,N,N,N,B2,B2,,
affine,NN,0,0,NN,N,N,N,C4,NN,,
affinity,NN,0,0,NN,N,N,N,B2,B3,,
affirm,NN,0,9,social_studies,N,N,N,A4,A4,,
affirmation,NN,0,9,social_studies,N,N,N,B3,B3,,
affirmative,NN,0,6,social_studies,N,Y,N,B1,B1,,
affirmatively,NN,0,0,NN,N,N,N,C3,C3,,
affix,NN,0,9,general,N,N,N,C1,C1,,
affixal,NN,0,0,NN,N,N,N,C4,NN,,
affixation,NN,0,0,NN,N,N,N,C4,NN,,
afflict,NN,0,9,general,N,N,N,B2,B3,,
affliction,NN,0,0,NN,N,N,N,C1,C1,,
affluence,NN,0,0,NN,N,N,N,C1,C1,,
affluent,NN,0,0,NN,N,N,N,B2,B2,,
afford,NN,0,0,NN,N,N,N,A2,A2,,
affordability,NN,0,0,NN,N,N,N,C2,C1,,
affordable,B2,5000,9,general,Y,Y,Y,B1,B1,,
affordably,NN,0,0,NN,N,N,N,C5,C2,,
affordance,NN,0,0,NN,N,N,N,C4,NN,,
afforest,NN,0,0,NN,N,N,N,C4,NN,,
afforestation,NN,0,0,NN,N,N,N,C4,NN,,
affray,NN,0,0,NN,N,N,N,C1,NN,,
affricate,NN,0,0,NN,N,N,N,C4,NN,,
affront,NN,0,0,NN,N,N,N,C1,C1,,
afghan,NN,0,9,social_studies,N,N,N,C3,C1,,
afghani,NN,0,0,NN,N,N,N,C5,C2,,
aficionado,NN,0,0,NN,N,N,N,C1,C1,,
afield,NN,0,0,NN,N,N,N,B3,C1,,
afire,NN,0,0,NN,N,N,N,C3,C2,,
aflame,NN,0,0,NN,N,N,N,C3,C3,,
afloat,NN,0,0,NN,N,N,N,C1,B3,,
afoot,NN,0,0,NN,N,N,N,C1,C1,,
afore,NN,0,0,NN,N,N,N,C2,C2,,
aforementioned,NN,0,0,NN,N,N,N,B3,C2,,
aforesaid,NN,0,9,social_studies,N,N,N,C2,NN,,
afoul,NN,0,0,NN,N,N,N,C2,C1,,
afraid,A1,3000,0,NN,N,N,N,A2,A2,,
afresh,NN,0,0,NN,N,N,N,C1,C2,,
africa,NN,0,0,NN,Y,N,N,NN,NN,,
african,NN,0,0,NN,Y,N,N,NN,NN,,
afrikaners,NN,0,6,social_studies,N,N,N,NN,NN,,
aft,NN,0,0,NN,N,N,N,C1,C1,,
after,A1,3000,0,NN,N,N,N,A1,A1,,
afterbirth,NN,0,0,NN,N,N,N,C4,NN,,
afterburner,NN,0,0,NN,N,N,N,C4,NN,,
aftercare,NN,0,0,NN,N,N,N,C4,C3,,
afterdeck,NN,0,0,NN,N,N,N,C5,NN,,
aftereffect,NN,0,0,NN,N,N,N,C3,C2,,
afterglow,NN,0,0,NN,N,N,N,C3,C2,,
afterlife,NN,0,6,social_studies,N,N,N,C1,C1,,
aftermath,C1,5000,9,general,N,N,N,B1,B1,,
afternoon,A1,3000,0,NN,N,N,N,A1,A1,,
aftershave,NN,0,0,NN,N,N,N,C2,C2,,
aftershock,NN,0,9,science,N,N,N,C2,B3,,
aftertaste,NN,0,0,NN,N,N,N,C3,NN,,
afterthought,NN,0,0,NN,N,N,N,C1,C1,,
afterward,NN,0,6,general,Y,Y,Y,A3,A3,,
afterwards,B2,3000,0,NN,Y,N,N,NN,NN,,
afterword,NN,0,0,NN,N,N,N,C3,C2,,
again,A1,3000,0,NN,N,N,N,A1,A1,,
against,NN,0,0,NN,N,N,N,A1,A1,,
agape,NN,0,0,NN,N,N,N,C3,NN,,
agar,NN,0,6,science,N,N,N,C3,NN,,
agarose,NN,0,0,NN,N,N,N,C3,NN,,
agate,NN,0,0,NN,N,N,N,C3,NN,,
agave,NN,0,0,NN,N,N,N,C4,NN,,
age,A1,3000,0,NN,N,N,N,A1,A1,,
ageism,NN,0,0,NN,N,N,N,C2,C2,,
ageist,NN,0,0,NN,N,N,N,C3,C2,,
ageless,NN,0,0,NN,N,N,N,C3,NN,,
agency,B2,3000,4,social_studies,N,N,N,A1,A1,,
agenda,B2,3000,6,social_studies,N,N,N,A3,A2,,
agenesis,NN,0,0,NN,N,N,N,C4,NN,,
agent,NN,0,0,NN,N,N,N,A1,A2,,
agglomeration,NN,0,0,NN,N,N,N,C3,NN,,
agglutinate,NN,0,0,NN,N,N,N,C4,NN,,
agglutination,NN,0,0,NN,N,N,N,C4,NN,,
agglutinative,NN,0,0,NN,N,N,N,C4,NN,,
agglutinin,NN,0,0,NN,N,N,N,C4,NN,,
aggrandizement,NN,0,0,NN,N,N,N,C4,NN,,
aggravate,NN,0,0,NN,N,N,N,B2,B1,,
aggravation,NN,0,0,NN,N,N,N,C2,C1,,
aggregate,NN,0,9,science,Y,N,Y,A4,A4,,
aggregation,NN,0,0,NN,Y,N,N,B3,C1,,
aggregator,NN,0,0,NN,N,N,N,C4,NN,,
aggression,C1,5000,6,social_studies,N,N,N,B1,B1,,
aggressive,B2,3000,0,NN,N,N,N,A3,A3,,
aggressively,NN,0,0,NN,Y,N,N,B2,B1,,
aggressiveness,NN,0,0,NN,N,N,N,C1,C1,,
aggressor,NN,0,9,social_studies,N,N,N,C1,C1,,
aggrieve,NN,0,0,NN,N,N,N,C1,C1,,
aggro,NN,0,0,NN,N,N,N,C3,C2,,
aghast,NN,0,0,NN,N,N,N,C1,C1,,
agile,NN,0,0,NN,N,N,N,C1,C1,,
agility,NN,0,0,NN,N,N,N,C1,C1,,
aging,NN,0,0,NN,Y,N,N,NN,NN,,
agitate,NN,0,0,NN,Y,N,N,B2,B3,,
agitatedly,NN,0,0,NN,N,N,N,C4,NN,,
agitation,NN,0,0,NN,N,N,N,B3,C1,,
agitator,NN,0,0,NN,N,N,N,C2,C1,,
agitprop,NN,0,0,NN,N,N,N,C4,NN,,
aglow,NN,0,0,NN,N,N,N,C3,C3,,
agnostic,NN,0,0,NN,N,N,N,C1,C1,,
agnosticism,NN,0,0,NN,N,N,N,C3,NN,,
ago,A1,3000,0,NN,N,N,N,A1,A1,,
agog,NN,0,0,NN,N,N,N,C4,NN,,
agon,NN,0,0,NN,N,N,N,C4,NN,,
agonisingly,NN,0,0,NN,N,N,N,C4,NN,,
agonist,NN,0,0,NN,N,N,N,C3,NN,,
agonize,NN,0,0,NN,N,N,N,B3,B3,,
agonizingly,NN,0,0,NN,N,N,N,C3,NN,,
agony,NN,0,0,NN,N,N,N,B2,B2,,
agora,NN,0,0,NN,N,N,N,C4,NN,,
agoraphobia,NN,0,0,NN,N,N,N,C3,NN,,
agouti,NN,0,0,NN,N,N,N,C4,NN,,
agrarian,NN,0,0,NN,Y,N,N,C1,C1,,
agrarianism,NN,0,0,NN,N,N,N,C4,NN,,
agree,NN,0,0,NN,N,N,N,A1,A1,,
agreeable,NN,0,0,NN,N,N,N,B2,C1,,
agreeably,NN,0,0,NN,N,N,N,C2,NN,,
agreement,B1,3000,0,NN,N,N,N,A1,A1,,
agribusiness,NN,0,0,NN,N,N,N,C2,C2,,
agricultural,C1,5000,4,social_studies,N,N,N,A3,A3,,
agriculturally,NN,0,0,NN,N,N,N,C3,NN,,
agriculture,B2,5000,2,social_studies,Y,N,Y,A3,A3,,
agriculturist,NN,0,0,NN,N,N,N,C3,NN,,
agrochemical,NN,0,0,NN,N,N,N,C5,NN,,
agroforestry,NN,0,0,NN,N,N,N,C4,NN,,
agronomic,NN,0,0,NN,N,N,N,C4,NN,,
agronomist,NN,0,0,NN,N,N,N,C3,C3,,
agronomy,NN,0,0,NN,N,N,N,C4,NN,,
aground,NN,0,0,NN,N,N,N,C2,C1,,
agua,NN,0,0,NN,N,N,N,C4,NN,,
ague,NN,0,0,NN,N,N,N,C3,NN,,
ahead,B1,3000,0,NN,N,N,N,A1,A1,,
ahistorical,NN,0,0,NN,N,N,N,C3,C3,,
ai,NN,0,0,NN,Y,N,N,NN,NN,,
aid,B2,3000,0,NN,N,N,N,A2,A2,,
aide,C1,5000,9,social_studies,Y,N,N,B1,A4,,
aids,B2,5000,0,NN,N,N,N,NN,NN,,
aikido,NN,0,0,NN,N,N,N,C4,NN,,
ail,NN,0,0,NN,Y,N,N,B3,B2,,
aileron,NN,0,0,NN,N,N,N,C3,NN,,
ailment,NN,0,9,science,N,N,N,B3,B2,,
aim,NN,0,0,NN,N,N,N,A1,A2,,
aimless,NN,0,0,NN,N,N,N,C2,C3,,
aimlessly,NN,0,0,NN,N,N,N,C2,NN,,
aimlessness,NN,0,0,NN,N,N,N,C5,NN,,
air,NN,0,0,NN,N,N,N,A1,A1,,
airbag,NN,0,0,NN,N,N,N,C2,C1,,
airbase,NN,0,0,NN,N,N,N,C3,C2,,
airborne,NN,0,9,science,Y,N,N,B3,C1,,
airbrake,NN,0,0,NN,N,N,N,C4,NN,,
airbrush,NN,0,0,NN,N,N,N,C3,C2,,
airbus,NN,0,0,NN,N,N,N,C4,C2,,
aircondition,NN,0,0,NN,N,N,N,C3,NN,,
airconditioner,NN,0,0,NN,N,N,N,C4,NN,,
aircraft,B2,3000,0,NN,N,N,N,A2,A2,,
aircrew,NN,0,0,NN,N,N,N,C2,NN,,
airdrop,NN,0,0,NN,N,N,N,C3,C3,,
airfare,NN,0,0,NN,N,Y,N,C2,B3,,
airfield,NN,0,0,NN,N,N,N,B2,B3,,
airflow,NN,0,9,science,N,N,N,C2,NN,,
airforce,NN,0,0,NN,N,N,N,C3,C2,,
airframe,NN,0,0,NN,N,N,N,C2,C3,,
airhead,NN,0,0,NN,N,N,N,C3,C3,,
airily,NN,0,0,NN,N,N,N,C4,NN,,
airless,NN,0,0,NN,N,N,N,C3,NN,,
airlift,NN,0,9,social_studies,N,N,N,C1,B3,,
airline,NN,0,0,NN,N,N,N,A3,A2,,
airliner,NN,0,0,NN,N,N,N,C1,B3,,
airlock,NN,0,0,NN,N,N,N,C3,C2,,
airmail,NN,0,0,NN,N,N,N,C3,C3,,
airman,NN,0,0,NN,N,N,N,C1,B3,,
airplane,NN,0,0,NN,Y,Y,N,A4,A3,,
airport,NN,0,0,NN,Y,Y,Y,A4,A4,,
airship,NN,0,0,NN,Y,N,N,C2,NN,,
airshow,NN,0,0,NN,N,N,N,C2,NN,,
airspace,NN,0,0,NN,N,N,N,C1,B3,,
airspeed,NN,0,0,NN,N,N,N,C3,NN,,
airstream,NN,0,0,NN,Y,N,N,C5,NN,,
airstrip,NN,0,0,NN,N,N,N,C1,C1,,
airtight,NN,0,9,science,N,N,N,C2,C2,,
airtime,NN,0,0,NN,N,N,N,C2,C2,,
airwave,NN,0,0,NN,N,N,N,C1,B2,,
airway,NN,0,6,science,N,N,N,C1,B3,,
airways,NN,0,0,NN,N,N,N,NN,NN,,
airworthiness,NN,0,0,NN,N,N,N,C4,NN,,
airworthy,NN,0,0,NN,N,N,N,C4,NN,,
airy,NN,0,0,NN,N,N,N,B3,C1,,
aisle,NN,0,0,NN,N,Y,N,B1,B1,,
ajar,NN,0,0,NN,N,N,N,C3,C3,,
akimbo,NN,0,0,NN,N,N,N,C4,NN,,
akin,NN,0,0,NN,N,N,N,B2,B3,,
akkadian,NN,0,9,social_studies,N,N,N,NN,NN,,
al,NN,0,0,NN,Y,N,N,NN,NN,,
ala,NN,0,0,NN,N,N,N,C2,C2,,
alabaster,NN,0,0,NN,N,N,N,C2,NN,,
alacrity,NN,0,0,NN,N,N,N,C2,NN,,
alanine,NN,0,0,NN,N,N,N,C4,NN,,
alarm,B2,3000,0,NN,N,N,N,A3,A3,,
alarmingly,NN,0,0,NN,N,N,N,C1,C2,,
alarmist,NN,0,0,NN,N,N,N,C2,C1,,
alas,NN,0,0,NN,N,N,Y,B2,B3,,
alaska,NN,0,0,NN,Y,N,N,NN,NN,,
albatross,NN,0,9,science,N,N,N,C1,C1,,
albedo,NN,0,9,science,N,N,N,C3,C2,,
albeit,C1,5000,0,NN,N,N,Y,B1,B2,,
albino,NN,0,0,NN,N,N,N,C2,C2,,
album,NN,0,0,NN,N,N,N,A3,A2,,
albumin,NN,0,0,NN,N,N,N,C1,NN,,
albuterol,NN,0,0,NN,N,N,N,C4,NN,,
alchemist,NN,0,9,science,Y,N,N,C2,C2,,
alchemy,NN,0,0,NN,Y,N,N,C1,C2,,
alcohol,NN,0,5,science,N,N,N,A3,A3,,
alcoholic,B1,3000,0,NN,N,N,N,B1,B1,,
alcoholism,NN,0,0,NN,N,N,N,B3,B3,,
alcove,NN,0,0,NN,N,N,N,C1,C1,,
aldehyde,NN,0,9,science,N,N,N,C4,NN,,
alder,NN,0,0,NN,Y,N,N,C2,C3,,
alderman,NN,0,0,NN,N,N,N,C2,C1,,
ale,NN,0,0,NN,N,N,N,B3,B3,,
alehouse,NN,0,0,NN,N,N,N,C3,NN,,
alert,NN,0,0,NN,Y,Y,Y,A4,B1,,
alertly,NN,0,0,NN,N,N,N,C4,NN,,
alertness,NN,0,0,NN,N,N,N,C2,C3,,
aleurone,NN,0,0,NN,N,N,N,C4,NN,,
alewife,NN,0,0,NN,N,N,N,C4,C2,,
alexander,NN,0,0,NN,Y,N,N,NN,NN,,
alfalfa,NN,0,0,NN,N,N,N,C1,C2,,
alfred,NN,0,0,NN,Y,N,N,NN,NN,,
alfresco,NN,0,0,NN,N,N,N,C4,NN,,
alga,NN,0,6,science,N,N,N,B3,B3,,
algae,NN,0,3,science,Y,N,N,NN,NN,,
algal,NN,0,6,science,N,N,N,C2,NN,,
algebra,NN,0,3,math,Y,N,N,A4,A4,,
algebraic,NN,0,6,math,N,N,N,B3,C1,,
algebraically,NN,0,9,math,N,N,N,C3,C2,,
alginate,NN,0,0,NN,N,N,N,C4,NN,,
algorithm,NN,0,9,math,N,N,Y,A4,A4,,
algorithmic,NN,0,0,NN,N,N,N,C2,C2,,
alias,NN,0,0,NN,N,N,N,C1,C1,,
alibi,NN,0,0,NN,N,N,N,C1,C1,,
alice,NN,0,0,NN,Y,N,N,NN,NN,,
alien,B2,5000,0,NN,Y,N,N,A4,A4,,
alienable,NN,0,0,NN,N,N,N,C4,NN,,
alienate,NN,0,9,social_studies,N,N,N,B2,B1,,
alienation,NN,0,0,NN,N,N,N,B3,C1,,
alight,NN,0,0,NN,N,N,N,B3,C1,,
align,NN,0,6,general,Y,N,Y,B1,B1,,
alignment,C1,5000,9,science,N,N,N,B2,B3,,
alike,C1,5000,1,general,Y,Y,Y,B1,B1,,
aliment,NN,0,0,NN,N,N,N,C5,NN,,
alimentary,NN,0,0,NN,N,N,N,C3,C3,,
alimony,NN,0,0,NN,N,N,N,C3,C2,,
aline,NN,0,0,NN,Y,N,N,NN,NN,,
alines,NN,0,0,NN,Y,N,N,NN,NN,,
aliquot,NN,0,0,NN,N,N,N,C3,NN,,
alive,NN,0,0,NN,N,N,N,A2,A2,,
alizarin,NN,0,0,NN,N,N,N,C4,NN,,
alkali,NN,0,6,science,Y,N,N,C1,C2,,
alkaline,NN,0,6,science,N,N,N,C1,C1,,
alkalinity,NN,0,0,NN,N,N,N,C3,C3,,
alkaloid,NN,0,0,NN,N,N,N,C2,NN,,
alkaloids,NN,0,0,NN,Y,N,N,NN,NN,,
alkane,NN,0,9,science,N,N,N,NN,NN,,
alkene,NN,0,0,NN,N,N,N,C4,C2,,
alkyd,NN,0,0,NN,N,N,N,C4,NN,,
alkyl,NN,0,9,science,N,N,N,C4,NN,,
alkyne,NN,0,9,science,N,N,N,NN,NN,,
all,NN,0,0,NN,N,N,N,A1,A1,,
allay,NN,0,0,NN,N,N,N,C1,C1,,
allegation,C1,5000,0,NN,N,N,Y,B1,A4,,
allege,C1,5000,9,general,N,N,N,A3,A3,,
allegedly,C1,5000,0,NN,N,N,Y,B1,B1,,
allegiance,NN,0,0,NN,N,N,N,B2,B2,,
allegorical,NN,0,9,social_studies,N,N,N,C1,C2,,
allegory,NN,0,9,social_studies,N,N,N,C1,C1,,
allele,NN,0,6,science,N,N,N,C1,C2,,
alleles,NN,0,0,NN,Y,N,N,NN,NN,,
allelic,NN,0,0,NN,N,N,N,C4,NN,,
allen,NN,0,0,NN,Y,N,N,NN,NN,,
allergen,NN,0,9,science,N,N,N,C2,NN,,
allergenic,NN,0,0,NN,N,N,N,C4,NN,,
allergic,NN,0,9,science,Y,N,N,B2,B2,,
allergist,NN,0,0,NN,N,N,N,C3,C3,,
allergy,NN,0,6,science,N,Y,N,B2,B1,,
alleviate,NN,0,0,NN,N,N,N,B2,B2,,
alleviation,NN,0,0,NN,N,N,N,C2,NN,,
alley,NN,0,0,NN,Y,N,N,B1,B1,,
alleyway,NN,0,0,NN,N,N,N,C1,C1,,
alliance,C1,5000,5,social_studies,Y,N,Y,A3,A3,,
alligator,NN,0,3,science,N,N,N,C1,B3,,
alliteration,NN,0,0,NN,N,N,N,C2,C2,,
alliterative,NN,0,0,NN,N,N,N,C3,NN,,
allocable,NN,0,0,NN,N,N,N,C4,NN,,
allocate,C1,5000,9,social_studies,N,Y,Y,A4,A4,,
allocation,C1,5000,9,social_studies,N,N,Y,A4,A4,,
allocative,NN,0,0,NN,N,N,N,C3,NN,,
allocator,NN,0,0,NN,N,N,N,C5,NN,,
allocentric,NN,0,0,NN,N,N,N,C5,C3,,
allogeneic,NN,0,0,NN,N,N,N,C4,NN,,
allometric,NN,0,0,NN,N,N,N,C4,NN,,
allometry,NN,0,0,NN,N,N,N,C4,NN,,
allomorph,NN,0,0,NN,N,N,N,C4,NN,,
allopatric,NN,0,0,NN,N,N,N,C5,C2,,
allophone,NN,0,0,NN,N,N,N,C4,NN,,
allophonic,NN,0,0,NN,N,N,N,C4,NN,,
allosteric,NN,0,0,NN,N,N,N,C4,NN,,
allot,NN,0,0,NN,N,N,N,B3,B3,,
allotment,NN,0,6,social_studies,N,N,N,B3,B3,,
allover,NN,0,0,NN,N,N,N,C4,NN,,
allow,A2,3000,3,general,N,N,N,A1,A1,,
allowable,NN,0,9,general,N,N,N,C1,C1,,
allowance,C1,5000,0,NN,N,N,Y,B1,B1,,
alloy,NN,0,4,science,Y,N,N,B3,C1,,
allude,NN,0,0,NN,N,N,N,B2,B1,,
allure,NN,0,0,NN,N,N,N,B3,C1,,
allusion,NN,0,4,social_studies,N,N,N,B3,C1,,
allusive,NN,0,0,NN,N,N,N,C4,NN,,
alluvial,NN,0,6,science,N,N,N,C2,C3,,
ally,NN,0,4,social_studies,N,N,N,A3,A2,,
almanac,NN,0,0,NN,N,N,N,C2,C1,,
almighty,NN,0,0,NN,N,N,N,C1,C1,,
almond,NN,0,0,NN,N,N,N,B3,B3,,
almoner,NN,0,0,NN,N,N,N,C4,C3,,
almost,NN,0,0,NN,N,N,N,A1,A1,,
alms,NN,0,0,NN,N,N,N,C3,C3,,
almshouse,NN,0,0,NN,N,N,N,C3,NN,,
aloe,NN,0,0,NN,N,N,N,C3,C2,,
aloft,NN,0,0,NN,N,N,N,C1,C1,,
aloha,NN,0,0,NN,N,N,N,C4,C2,,
alone,NN,0,0,NN,N,N,N,A1,A2,,
aloneness,NN,0,0,NN,N,N,N,C4,NN,,
along,NN,0,0,NN,N,N,N,A1,A1,,
alongside,B2,5000,0,NN,N,N,N,A3,A3,,
aloof,NN,0,0,NN,N,N,N,C1,C1,,
aloofness,NN,0,0,NN,N,N,N,C3,NN,,
alopecia,NN,0,0,NN,N,N,N,C5,C3,,
aloud,NN,0,0,NN,Y,N,N,B1,B2,,
alp,NN,0,0,NN,N,N,N,C2,C2,,
alpaca,NN,0,0,NN,N,N,N,C3,NN,,
alpha,NN,0,6,science,N,N,Y,B3,B3,,
alphabet,NN,0,2,social_studies,N,N,N,B2,B2,,
alphabetic,NN,0,0,NN,N,N,N,C2,C2,,
alphabetical,NN,0,9,general,N,N,N,C1,C1,,
alphabetically,NN,0,0,NN,N,N,N,C2,C3,,
alphanumeric,NN,0,0,NN,N,N,N,C4,NN,,
alpine,NN,0,6,science,N,N,N,C1,C2,,
already,NN,0,0,NN,N,N,N,A1,A1,,
alright,NN,0,0,NN,N,N,N,A3,A2,,
also,NN,0,0,NN,N,N,N,A1,A1,,
alt,NN,0,0,NN,Y,N,N,NN,NN,,
altar,NN,0,0,NN,N,N,N,B1,B2,,
altarpiece,NN,0,0,NN,N,N,N,C2,NN,,
alter,B2,3000,6,general,N,N,N,A3,A3,,
alteration,NN,0,9,science,N,N,N,B1,B2,,
altercation,NN,0,0,NN,N,N,N,C2,C1,,
alternate,NN,0,6,general,Y,Y,N,B1,B1,,
alternately,NN,0,9,general,N,N,N,C1,C1,,
alternation,NN,0,9,science,N,N,N,C1,C3,,
alternative,B1,3000,5,general,N,N,N,A2,A2,,
alternatively,NN,0,9,general,N,Y,N,B1,C1,,
alternator,NN,0,0,NN,N,N,N,C3,C2,,
although,NN,0,0,NN,N,N,N,A1,A1,,
altimeter,NN,0,0,NN,N,N,N,C3,NN,,
altiplano,NN,0,6,social_studies,N,N,N,NN,NN,,
altitude,NN,0,6,math,Y,N,N,A4,A4,,
altitudinal,NN,0,0,NN,N,N,N,C4,NN,,
alto,NN,0,0,NN,N,N,N,C1,C1,,
altogether,B2,5000,0,NN,N,N,N,A3,A3,,
altruism,NN,0,0,NN,N,N,N,C1,C1,,
altruistic,NN,0,0,NN,N,N,N,C1,C1,,
alum,NN,0,0,NN,N,N,N,C1,C1,,
alumina,NN,0,0,NN,N,N,N,C3,NN,,
aluminium,C1,5000,0,NN,N,N,N,NN,NN,,
aluminum,NN,0,3,science,Y,N,Y,A4,A4,,
alumnus,NN,0,0,NN,N,N,N,B3,B2,,
alveolar,NN,0,0,NN,N,N,N,C2,NN,,
alveoli,NN,0,6,science,N,N,N,NN,NN,,
alveolus,NN,0,6,science,N,N,N,C3,NN,,
always,NN,0,0,NN,N,N,N,A1,A1,,
amalgam,NN,0,0,NN,N,N,N,C1,C2,,
amalgamate,NN,0,0,NN,N,N,N,C1,C1,,
amalgamation,NN,0,0,NN,N,N,N,C1,C2,,
amass,NN,0,0,NN,N,N,N,B3,B3,,
amateur,C1,5000,0,NN,Y,Y,N,B1,B1,,
amateurish,NN,0,0,NN,N,N,N,C3,C2,,
amateurism,NN,0,0,NN,N,N,N,C3,NN,,
amatory,NN,0,0,NN,N,N,N,C4,NN,,
amaze,NN,0,0,NN,N,N,N,A2,A1,,
amazed,B1,3000,0,NN,N,N,N,NN,NN,,
amazement,NN,0,0,NN,N,N,N,B3,C1,,
amazing,A1,3000,0,NN,N,N,N,NN,NN,,
amazingly,NN,0,0,NN,Y,N,N,B2,B2,,
amazon,NN,0,0,NN,Y,N,N,C2,C2,,
ambassador,C1,5000,6,social_studies,N,Y,Y,B1,A4,,
ambassadorial,NN,0,0,NN,N,N,N,C3,C1,,
ambassadorship,NN,0,0,NN,N,N,N,C3,C2,,
amber,NN,0,0,NN,Y,N,N,B3,C1,,
ambiance,NN,0,0,NN,N,N,N,C2,C1,,
ambidextrous,NN,0,0,NN,N,N,N,C4,C3,,
ambience,NN,0,0,NN,N,N,N,C1,C1,,
ambient,NN,0,0,NN,N,N,N,C1,C1,,
ambiguity,NN,0,0,NN,N,N,N,B1,B2,,
ambiguous,NN,0,0,NN,N,N,N,B1,B2,,
ambiguously,NN,0,0,NN,N,N,N,C3,NN,,
ambit,NN,0,0,NN,N,N,N,C2,NN,,
ambition,B1,3000,0,NN,Y,N,Y,A4,B1,,
ambitious,B1,3000,0,NN,Y,Y,Y,B1,B1,,
ambitiously,NN,0,0,NN,N,N,N,C4,NN,,
ambivalence,NN,0,0,NN,N,N,N,B3,B3,,
ambivalent,NN,0,0,NN,N,N,N,B3,B3,,
amble,NN,0,0,NN,N,N,N,C1,C2,,
amblyopia,NN,0,0,NN,N,N,N,C5,C2,,
ambrosia,NN,0,0,NN,N,N,N,C4,NN,,
ambrosial,NN,0,0,NN,N,N,N,C4,NN,,
ambulance,B2,5000,0,NN,N,N,N,B1,B1,,
ambulanceman,NN,0,0,NN,N,N,N,C4,NN,,
ambulate,NN,0,0,NN,N,N,N,C5,C3,,
ambulatory,NN,0,0,NN,N,N,N,C2,C2,,
ambush,NN,0,9,social_studies,N,N,N,B2,B2,,
