Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun,word_level
axe,NN,0.0,0.0,NN,N,N,N,N,NN,NN,0,True,False,6.0
axenic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
axial,NN,0.0,9.0,science,N,N,N,N,C1,NN,0,False,False,5.0
axil,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
axillary,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
axiom,NN,0.0,0.0,NN,N,N,N,N,A4,A4,0,True,False,3.0
axiomatic,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False,6.0
axis,NN,0.0,3.0,math,N,Y,N,Y,A4,A4,1,True,False,3.0
axle,NN,0.0,3.0,science,N,N,N,N,C1,C1,1,True,False,4.0
axon,NN,0.0,6.0,science,N,N,N,N,C1,NN,0,True,False,5.0
axonal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
axoneme,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
ay,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,False,3.0
ayatollah,NN,0.0,9.0,social_studies,N,N,N,N,C3,C1,0,True,False,5.0
aye,NN,0.0,0.0,NN,N,N,N,N,B1,A4,1,True,False,3.0
azalea,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
azide,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
azimuth,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
azimuthal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
aztec,NN,0.0,5.0,social_studies,N,Y,N,N,NN,NN,0,True,False,3.0
aztecs,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,False,False,3.0
azure,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1,True,False,4.0
baa,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
babbitt,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
babble,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
babbler,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
babe,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,True,False,4.0
babel,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
baboon,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,1,True,False,3.0
baby,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
babyface,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False,6.0
babyhood,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
babyish,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
babylonian,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,False,3.0
babysit,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
babysitter,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True,False,4.0
baccalaureate,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
bach,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,False,3.0
bachelor,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True,False,4.0
bacillus,NN,0.0,9.0,science,N,N,N,N,C1,NN,1,True,False,4.0
back,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
backache,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
backbench,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
backbencher,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
backbite,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
backboard,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
backbone,NN,0.0,2.0,science,N,N,N,N,B2,B2,1,True,False,4.0
backbreaking,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,False,False,6.0
backcloth,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
backcountry,NN,0.0,5.0,social_studies,N,N,N,N,C1,NN,0,False,False,3.0
backcross,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
backdate,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backdoor,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
backdrop,C1,5000.0,0.0,NN,N,N,N,N,B2,B2,0,True,False,4.0
backer,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True,False,5.0
backfield,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
backfill,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,False,False,6.0
backfire,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
backgammon,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
background,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
backgrounder,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backhand,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
backhander,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
backhoe,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
backing,C1,5000.0,0.0,NN,N,N,N,N,NN,NN,0,True,False,4.0
backlash,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False,4.0
backless,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
backlight,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
backlog,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
backorder,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
backpack,NN,0.0,0.0,NN,N,Y,Y,N,B3,B2,0,True,False,3.0
backpacker,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
backpedal,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backroom,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
backseat,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
backside,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
backslash,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,False,False,6.0
backslide,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backspace,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backspin,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
backstage,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False,5.0
backstair,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
backstop,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
backstreet,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False,6.0
backstroke,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
backswing,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
backtrack,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
backup,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,0,True,False,3.0
backward,B1,3000.0,0.0,NN,N,Y,N,Y,A3,A3,2,True,False,2.0
backwardness,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
backwards,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,2,False,False,2.0
backwash,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
backwater,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
backwoods,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
backyard,NN,0.0,0.0,NN,N,Y,N,N,B2,B1,0,True,False,3.0
bacon,NN,0.0,0.0,NN,N,Y,N,N,B1,B1,1,True,False,3.0
bacteria,B2,3000.0,3.0,science,N,Y,Y,N,A4,A3,2,True,False,2.0
bacterial,NN,0.0,6.0,science,N,Y,N,N,A4,A4,0,False,False,3.0
bactericidal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
bacteriological,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
bacteriologist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bacteriology,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
bacteriophage,NN,0.0,9.0,science,N,N,N,N,C2,C2,0,True,False,6.0
bacterium,NN,0.0,6.0,science,N,Y,N,N,NN,NN,0,True,False,3.0
bad,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
baddy,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False,6.0
badge,B2,5000.0,0.0,NN,N,N,Y,N,B2,B1,1,True,False,3.0
badger,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False,4.0
badinage,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
badlands,NN,0.0,4.0,social_studies,N,N,N,N,C3,C3,0,True,False,3.0
badly,A2,3000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False,1.0
badminton,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
badness,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
baffle,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True,False,4.0
bafflement,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bag,A1,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
bagel,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
baggage,NN,0.0,0.0,NN,N,N,Y,N,B2,B1,2,True,False,2.0
baggy,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False,5.0
bagpipe,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True,False,4.0
baguette,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
baht,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
bail,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1,True,False,3.0
bailee,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bailey,NN,0.0,0.0,NN,N,Y,N,N,C3,C3,0,True,False,3.0
bailiff,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0,True,False,5.0
bailiwick,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bailment,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bailout,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,False,False,4.0
bairn,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
bait,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True,False,4.0
baize,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
bake,B1,3000.0,0.0,NN,N,Y,Y,N,B1,B1,2,True,False,2.0
baker,NN,0.0,0.0,NN,N,Y,Y,N,B3,B2,1,True,False,3.0
bakery,NN,0.0,0.0,NN,N,N,Y,N,B3,B2,1,True,False,3.0
balaclava,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
balance,B1,3000.0,3.0,general,Y,N,N,N,A1,A1,2,True,False,1.0
balanced,B2,5000.0,0.0,NN,N,N,N,N,NN,NN,0,False,False,3.0
balancer,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
balcony,NN,0.0,0.0,NN,N,N,Y,N,B1,B2,1,True,False,3.0
bald,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1,True,False,3.0
baldly,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
baldness,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
bale,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False,4.0
baleful,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
balefully,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
baler,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False,6.0
balk,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
balkan,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,1,True,False,3.0
ball,A1,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
ballad,NN,0.0,6.0,social_studies,N,N,N,N,B2,B3,1,True,False,3.0
ballade,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
ballast,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False,4.0
ballerina,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
ballet,B2,5000.0,0.0,NN,N,Y,N,N,B1,B1,1,True,False,3.0
ballgame,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
ballistic,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
ballistics,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
balloon,B2,5000.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False,3.0
balloonist,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
ballot,C1,5000.0,2.0,social_studies,N,N,N,Y,B1,A4,1,True,False,3.0
balloted,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,False,False,4.0
ballpark,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
ballplayer,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
ballpoint,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False,4.0
ballroom,NN,0.0,0.0,NN,N,Y,Y,N,B3,B3,0,True,False,3.0
ballvalve,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,,6.0
bally,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False,6.0
ballyhoo,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
balm,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
balmy,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False,4.0
baloney,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False,6.0
balsam,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
balsamic,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False,6.0
baltic,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,1,True,False,3.0
baltimore,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,True,3.0
baluster,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
balustrade,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
bamboo,NN,0.0,3.0,science,N,N,N,N,B3,B3,1,True,False,4.0
bamboozle,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
ban,B1,3000.0,4.0,social_studies,N,N,N,N,A2,A2,2,True,False,2.0
banal,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False,5.0
banality,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
banana,A1,3000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False,1.0
band,A1,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False,1.0
bandage,NN,0.0,0.0,NN,N,N,N,N,B2,B2,2,True,False,2.0
bandana,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
bandit,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,1,True,False,4.0
banditry,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
bandleader,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
bandoleer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bandsaw,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bandstand,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
bandwagon,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False,5.0
bandwidth,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False,5.0
bandy,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
bane,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
bang,NN,0.0,0.0,NN,N,Y,N,N,A4,A3,1,True,False,3.0
banger,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
bangle,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
banish,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False,4.0
banishment,NN,0.0,9.0,social_studies,N,N,N,N,C3,C2,0,True,False,5.0
banister,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
banjo,NN,0.0,0.0,NN,N,N,N,N,C1,B2,1,True,False,4.0
bank,A1,3000.0,0.0,NN,N,N,N,N,A1,A1,2,True,False,1.0
banker,NN,0.0,0.0,NN,N,Y,Y,Y,B1,B1,1,True,False,3.0
banknote,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1,True,False,4.0
bankrate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,,6.0
bankroll,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
bankrupt,NN,0.0,9.0,social_studies,N,N,Y,Y,B1,B1,1,True,False,3.0
bankruptcy,C1,5000.0,9.0,social_studies,N,N,Y,Y,B1,B1,1,True,False,3.0
banner,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False,3.0
bannister,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
banns,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
banquet,NN,0.0,0.0,NN,N,N,Y,N,B2,B3,1,True,False,3.0
banquette,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
banshee,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bantam,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
bantamweight,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False,6.0
banter,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False,4.0
banyan,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bap,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False,6.0
baptism,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False,4.0
baptismal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
baptist,NN,0.0,9.0,social_studies,N,N,N,N,NN,NN,1,True,False,4.0
baptistery,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
baptize,NN,0.0,9.0,social_studies,N,N,N,N,B3,B3,1,True,False,4.0
bar,A1,3000.0,0.0,NN,Y,N,N,N,A1,A2,2,True,False,1.0
barb,NN,0.0,0.0,NN,N,Y,N,N,B3,B2,0,True,False,3.0
barbara,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,False,False,3.0
barbarian,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,1,True,False,4.0
barbaric,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,False,False,4.0
barbarism,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
barbarity,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
barbarous,NN,0.0,9.0,social_studies,N,N,N,N,C2,NN,1,False,False,4.0
barbarously,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
barbecue,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,1,True,False,3.0
barbed,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,False,False,3.0
barbel,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False,6.0
barbell,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False,6.0
barber,NN,0.0,0.0,NN,N,Y,N,N,B3,B2,1,True,False,3.0
barbershop,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
barbiturate,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
bard,NN,0.0,0.0,NN,N,Y,N,N,C2,C2,0,True,False,3.0
bardic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
bare,C1,5000.0,0.0,NN,N,Y,N,N,B1,B1,2,True,False,2.0
bareback,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
bareboat,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,,6.0
barefoot,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,False,False,4.0
bareheaded,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
barely,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,1,False,False,2.0
bareness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bargain,B2,5000.0,4.0,social_studies,N,Y,Y,Y,A3,A3,2,True,False,2.0
bargainer,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False,6.0
barge,NN,0.0,4.0,science,N,N,N,N,B2,B2,1,True,False,4.0
baritone,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
barium,NN,0.0,9.0,science,N,N,N,N,C2,C2,0,True,False,6.0
bark,NN,0.0,0.0,NN,N,Y,N,N,B1,B1,2,True,False,2.0
barker,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False,6.0
barley,NN,0.0,6.0,social_studies,N,N,N,N,B2,C1,1,True,False,3.0
barmaid,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False,6.0
barman,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
barmy,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
barn,NN,0.0,0.0,NN,N,Y,N,N,B1,B1,1,True,False,3.0
barnacle,NN,0.0,6.0,science,N,N,N,N,C2,C3,0,True,False,6.0
barnstorm,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False,6.0
barnyard,NN,0.0,0.0,NN,N,N,N,N,C3,C2,1,True,False,4.0
barometer,NN,0.0,4.0,science,N,N,N,N,C1,B3,1,True,False,4.0
barometric,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False,6.0
baron,NN,0.0,3.0,social_studies,N,Y,N,N,B3,C1,1,True,False,3.0
baroness,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True,False,4.0
baronet,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1,True,False,4.0
baronetcy,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
baronial,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False,6.0
barony,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
baroque,NN,0.0,9.0,social_studies,N,Y,N,N,C1,C1,1,True,False,3.0
barouche,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
barrack,NN,0.0,6.0,social_studies,N,N,N,N,B2,B2,1,True,False,3.0
barracuda,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
barrage,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True,False,5.0
barrel,C1,5000.0,0.0,NN,N,Y,N,Y,A4,A3,1,True,False,3.0
barren,NN,0.0,0.0,NN,N,Y,N,N,B3,C1,1,True,False,3.0
barrenness,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
barrette,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
barricade,NN,0.0,9.0,social_studies,N,N,N,N,B3,B2,1,True,False,4.0
barrier,B2,3000.0,4.0,social_studies,Y,N,N,N,A3,A3,2,True,False,2.0
barrio,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False,6.0
barrister,NN,0.0,0.0,NN,N,N,N,N,B3,C2,1,True,False,4.0
barroom,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False,6.0
barrow,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
bartend,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,False,False,6.0
bartender,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False,5.0
barter,NN,0.0,2.0,social_studies,N,Y,N,N,C1,B3,1,True,False,3.0
baryon,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
bas,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,,3.0
basal,NN,0.0,9.0,science,N,Y,N,N,B3,C1,0,False,False,3.0
basalt,NN,0.0,5.0,science,N,N,N,N,C1,C2,0,True,False,5.0
basaltic,NN,0.0,9.0,science,N,N,N,N,C2,NN,0,False,False,6.0
base,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
baseball,A1,3000.0,0.0,NN,N,Y,Y,Y,A4,A4,2,True,False,1.0
baseboard,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True,False,6.0
based,A2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False,1.0
baseless,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False,6.0
baseline,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0,True,False,3.0
baseman,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False,5.0
basement,B2,5000.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False,3.0
baseness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bash,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False,4.0
basher,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False,6.0
bashful,NN,0.0,0.0,NN,N,N,N,N,C3,C2,1,False,False,4.0
basho,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,0,False,False,3.0
basic,B1,3000.0,4.0,general,Y,N,N,N,A1,A1,2,True,False,1.0
basically,B2,3000.0,0.0,NN,N,N,N,N,A2,A1,2,False,False,2.0
basil,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False,5.0
basilica,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False,5.0
basilisk,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
basin,NN,0.0,4.0,science,N,Y,N,N,A4,A4,1,True,False,3.0
basinal,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,,6.0
basis,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False,1.0
bask,NN,0.0,9.0,science,N,N,N,N,C1,C1,1,True,False,4.0
basket,B2,5000.0,0.0,NN,N,Y,Y,Y,B1,B1,2,True,False,2.0
basketball,A1,3000.0,0.0,NN,N,Y,Y,N,A4,A4,1,True,False,1.0
basketmaker,NN,0.0,5.0,social_studies,N,N,N,N,NN,NN,0,True,False,3.0
basketry,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
bass,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,0,True,False,3.0
basset,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False,6.0
